ID_CREDITO,USUARIO
101144,AMOLINA
102051,DARODRIGUEZ
94808,KCANCHIG
76855,GLOPEZ
76846,FLLERENA
80022,LMANOSALVAS
79336,EGUERRA
89317,MARCOS
79999,AMOLINA
89449,DARODRIGUEZ
103305,KCANCHIG
76840,GLOPEZ
83887,FLLERENA
85465,LMANOSALVAS
97960,EGUERRA
90658,MARCOS
69602,AMOLINA
101140,DARODRIGUEZ
99050,KCANCHIG
95561,GLOPEZ
78701,FLLERENA
98103,LMANOSALVAS
91022,EGUERRA
80809,MARCOS
100477,AMOLINA
94263,DARODRIGUEZ
85141,KCANCHIG
94442,GLOPEZ
86917,FLLERENA
89760,LMANOSALVAS
68927,EGUERRA
98463,MARCOS
93604,AMOLINA
89926,DARODRIGUEZ
97838,KCANCHIG
98247,GLOPEZ
64233,FLLERENA
77163,LMANOSALVAS
88738,EGUERRA
88231,MARCOS
102756,AMOLINA
50345,DARODRIGUEZ
79682,KCANCHIG
80178,GLOPEZ
83273,FLLERENA
84605,LMANOSALVAS
85403,EGUERRA
85645,MARCOS
87270,AMOLINA
89179,DARODRIGUEZ
100503,KCANCHIG
77493,GLOPEZ
102753,FLLERENA
80462,LMANOSALVAS
85469,EGUERRA
83166,MARCOS
86197,AMOLINA
76486,DARODRIGUEZ
91105,KCANCHIG
77118,GLOPEZ
67906,FLLERENA
100514,LMANOSALVAS
76236,EGUERRA
84929,MARCOS
79234,AMOLINA
92797,DARODRIGUEZ
84332,KCANCHIG
66881,GLOPEZ
77324,FLLERENA
67632,LMANOSALVAS
77568,EGUERRA
86592,MARCOS
105103,AMOLINA
85921,DARODRIGUEZ
102145,KCANCHIG
76634,GLOPEZ
91668,FLLERENA
78444,LMANOSALVAS
87879,EGUERRA
98740,MARCOS
95877,AMOLINA
50642,DARODRIGUEZ
76703,KCANCHIG
71640,GLOPEZ
97388,FLLERENA
66720,LMANOSALVAS
80056,EGUERRA
68111,MARCOS
75328,AMOLINA
102116,DARODRIGUEZ
90608,KCANCHIG
84517,GLOPEZ
87642,FLLERENA
99482,LMANOSALVAS
95242,EGUERRA
86129,MARCOS
90747,AMOLINA
79800,DARODRIGUEZ
72370,KCANCHIG
86663,GLOPEZ
65926,FLLERENA
69353,LMANOSALVAS
61302,EGUERRA
94231,MARCOS
73203,AMOLINA
91299,DARODRIGUEZ
69439,KCANCHIG
77026,GLOPEZ
87259,FLLERENA
88571,LMANOSALVAS
79876,EGUERRA
84913,MARCOS
77778,AMOLINA
84231,DARODRIGUEZ
66847,KCANCHIG
67240,GLOPEZ
90922,FLLERENA
66350,LMANOSALVAS
87269,EGUERRA
77894,MARCOS
68468,AMOLINA
85066,DARODRIGUEZ
91103,KCANCHIG
97253,GLOPEZ
89858,FLLERENA
95283,LMANOSALVAS
89485,EGUERRA
62504,MARCOS
85659,AMOLINA
95207,DARODRIGUEZ
85514,KCANCHIG
90854,GLOPEZ
88044,FLLERENA
79039,LMANOSALVAS
27944,EGUERRA
65289,MARCOS
82718,AMOLINA
97850,DARODRIGUEZ
95074,KCANCHIG
69127,GLOPEZ
96484,FLLERENA
77671,LMANOSALVAS
96713,EGUERRA
79958,MARCOS
86308,AMOLINA
81168,DARODRIGUEZ
85374,KCANCHIG
97877,GLOPEZ
91437,FLLERENA
86578,LMANOSALVAS
67385,EGUERRA
94396,MARCOS
83608,AMOLINA
84452,DARODRIGUEZ
68534,KCANCHIG
103872,GLOPEZ
81626,FLLERENA
90272,LMANOSALVAS
85335,EGUERRA
78707,MARCOS
88233,AMOLINA
83311,DARODRIGUEZ
84540,KCANCHIG
86569,GLOPEZ
80778,FLLERENA
91918,LMANOSALVAS
89847,EGUERRA
81639,MARCOS
78661,AMOLINA
79238,DARODRIGUEZ
91419,KCANCHIG
87681,GLOPEZ
87994,FLLERENA
89553,LMANOSALVAS
93370,EGUERRA
67033,MARCOS
78665,AMOLINA
67119,DARODRIGUEZ
61950,KCANCHIG
78490,GLOPEZ
76338,FLLERENA
95883,LMANOSALVAS
67175,EGUERRA
79789,MARCOS
86360,AMOLINA
71842,DARODRIGUEZ
84695,KCANCHIG
66487,GLOPEZ
75264,FLLERENA
67185,LMANOSALVAS
84658,EGUERRA
60194,MARCOS
85143,AMOLINA
86249,DARODRIGUEZ
87272,KCANCHIG
76468,GLOPEZ
85452,FLLERENA
86844,LMANOSALVAS
83196,EGUERRA
26914,MARCOS
80843,AMOLINA
65752,DARODRIGUEZ
78537,KCANCHIG
75154,GLOPEZ
82884,FLLERENA
92271,LMANOSALVAS
93633,EGUERRA
75756,MARCOS
63980,AMOLINA
83446,DARODRIGUEZ
69921,KCANCHIG
86499,GLOPEZ
88895,FLLERENA
75499,LMANOSALVAS
90184,EGUERRA
87986,MARCOS
95116,AMOLINA
98436,DARODRIGUEZ
66504,KCANCHIG
99855,GLOPEZ
48109,FLLERENA
84021,LMANOSALVAS
81230,EGUERRA
80392,MARCOS
86348,AMOLINA
85248,DARODRIGUEZ
103823,KCANCHIG
68139,GLOPEZ
92775,FLLERENA
83489,LMANOSALVAS
96611,EGUERRA
75892,MARCOS
94786,AMOLINA
69678,DARODRIGUEZ
102256,KCANCHIG
90526,GLOPEZ
89962,FLLERENA
99444,LMANOSALVAS
84978,EGUERRA
81199,MARCOS
66287,AMOLINA
88483,DARODRIGUEZ
89964,KCANCHIG
44701,GLOPEZ
98471,FLLERENA
85278,LMANOSALVAS
92368,EGUERRA
91651,MARCOS
71418,AMOLINA
68992,DARODRIGUEZ
96053,KCANCHIG
98990,GLOPEZ
97106,FLLERENA
49346,LMANOSALVAS
91347,EGUERRA
65937,MARCOS
96251,AMOLINA
84256,DARODRIGUEZ
84839,KCANCHIG
91999,GLOPEZ
65430,FLLERENA
88214,LMANOSALVAS
65927,EGUERRA
90232,MARCOS
64066,AMOLINA
75486,DARODRIGUEZ
103330,KCANCHIG
99082,GLOPEZ
81370,FLLERENA
90698,LMANOSALVAS
77071,EGUERRA
46002,MARCOS
27096,AMOLINA
99117,DARODRIGUEZ
69180,KCANCHIG
94813,GLOPEZ
91662,FLLERENA
93330,LMANOSALVAS
81991,EGUERRA
45777,MARCOS
97591,AMOLINA
76779,DARODRIGUEZ
92413,KCANCHIG
93878,GLOPEZ
28034,FLLERENA
93981,LMANOSALVAS
95488,EGUERRA
71236,MARCOS
85370,AMOLINA
91876,DARODRIGUEZ
80316,KCANCHIG
82057,GLOPEZ
92791,FLLERENA
88742,LMANOSALVAS
95552,EGUERRA
71199,MARCOS
80629,AMOLINA
87586,DARODRIGUEZ
77949,KCANCHIG
81362,GLOPEZ
83959,FLLERENA
71891,LMANOSALVAS
74161,EGUERRA
93736,MARCOS
81098,AMOLINA
90917,DARODRIGUEZ
100617,KCANCHIG
86930,GLOPEZ
44004,FLLERENA
71801,LMANOSALVAS
88007,EGUERRA
99389,MARCOS
79388,AMOLINA
43909,DARODRIGUEZ
66600,KCANCHIG
78344,GLOPEZ
103028,FLLERENA
76810,LMANOSALVAS
66445,EGUERRA
97354,MARCOS
97986,AMOLINA
75460,DARODRIGUEZ
89502,KCANCHIG
95946,GLOPEZ
77056,FLLERENA
77169,LMANOSALVAS
84822,EGUERRA
46793,MARCOS
85279,AMOLINA
30799,DARODRIGUEZ
94659,KCANCHIG
96777,GLOPEZ
66542,FLLERENA
67145,LMANOSALVAS
